date,earnings,total,normalized
7/25/2019,0.02,47.08,36.07694695
7/26/2019,0.04,47.12,36.10759856
7/27/2019,0.01,47.13,36.11526146
7/28/2019,1.92,49.05,37.58653883
7/29/2019,0.05,49.1,37.62485334
7/30/2019,0.04,49.14,37.65550495
7/31/2019,0.21,49.35,37.81642591
8/1/2019,0.02,49.37,37.83175172
8/2/2019,0.02,49.39,37.84707752
8/3/2019,0.01,49.4,37.85474043
8/4/2019,0.04,49.44,37.88539204
8/5/2019,0.01,49.45,37.89305494
8/6/2019,0.03,49.48,37.91604365
8/7/2019,0.02,49.5,37.93136946
8/8/2019,0.04,49.54,37.96202107
8/9/2019,0.03,49.57,37.98500978
8/10/2019,0.01,49.58,37.99267268
8/12/2019,0.03,49.61,38.01566139
8/13/2019,0.01,49.62,38.02332429
8/24/2019,0.01,49.63,38.03098719
8/26/2019,0.03,49.66,38.0539759
8/28/2019,0.01,49.67,38.06163881
8/30/2019,0.01,49.68,38.06930171
9/2/2019,0.01,49.69,38.07696461
9/3/2019,0.02,49.71,38.09229042
9/4/2019,0.01,49.72,38.09995332
9/5/2019,0.01,49.73,38.10761622
9/6/2019,0.01,49.74,38.11527913
9/8/2019,0.01,49.75,38.12294203
9/9/2019,0.08,49.83,38.18424525
9/10/2019,0.01,49.84,38.19190816
9/11/2019,0.01,49.85,38.19957106
9/13/2019,0.47,50.32,38.5597275
9/14/2019,0.04,50.36,38.59037911
9/15/2019,0.04,50.4,38.62103072
9/16/2019,0.01,50.41,38.62869362
9/17/2019,0.06,50.47,38.67467104
9/19/2019,0.01,50.48,38.68233394
9/22/2019,0.01,50.49,38.68999685
9/23/2019,0.13,50.62,38.78961458
9/24/2019,0.03,50.65,38.81260329
9/25/2019,0.02,50.67,38.8279291
9/26/2019,0.03,50.7,38.85091781
9/27/2019,0.01,50.71,38.85858071
9/30/2019,0.01,50.72,38.86624361
10/1/2019,0.11,50.83,38.95053555
10/2/2019,0.11,50.94,39.03482748
10/5/2019,0.01,50.95,39.04249038
10/6/2019,0.01,50.96,39.05015328
10/7/2019,0.1,51.06,39.12678231
10/14/2019,0.08,51.14,39.18808554
10/15/2019,0.01,51.15,39.19574844
10/16/2019,0.01,51.16,39.20341134
10/17/2019,0.01,51.17,39.21107424
10/18/2019,0.02,51.19,39.22640005
10/19/2019,0.02,51.21,39.24172586
10/20/2019,0.02,51.23,39.25705166
10/21/2019,0.01,51.24,39.26471457
10/22/2019,0.01,51.25,39.27237747
10/23/2019,0.03,51.28,39.29536618
10/24/2019,0.01,51.29,39.30302908
10/25/2019,0.02,51.31,39.31835489
10/26/2019,0.01,51.32,39.32601779
10/27/2019,0.02,51.34,39.34134359
10/28/2019,0.43,51.77,39.67084842
10/31/2019,0.01,51.78,39.67851132
11/1/2019,0.01,51.79,39.68617423
11/2/2019,0.02,51.81,39.70150003
11/3/2019,0.01,51.82,39.70916293
11/4/2019,0.02,51.84,39.72448874
11/5/2019,0.08,51.92,39.78579196
11/6/2019,0.01,51.93,39.79345487
11/7/2019,0.01,51.94,39.80111777
11/8/2019,0.33,52.27,40.05399357
11/9/2019,0.02,52.29,40.06931937
11/10/2019,0.01,52.3,40.07698227
11/13/2019,0.03,52.33,40.09997098
11/14/2019,0.01,52.34,40.10763389
11/15/2019,0.02,52.36,40.12295969
11/16/2019,0.02,52.38,40.1382855
11/18/2019,0.01,52.39,40.1459484
11/19/2019,0.02,52.41,40.16127421
11/20/2019,0.01,52.42,40.16893711
11/21/2019,0.01,52.43,40.17660001
11/22/2019,0.14,52.57,40.28388065
11/24/2019,0.01,52.58,40.29154356
11/26/2019,1.12,53.7,41.14978868
11/27/2019,0.04,53.74,41.1804403
11/28/2019,0.01,53.75,41.1881032
11/29/2019,0.05,53.8,41.22641771
11/30/2019,0.15,53.95,41.34136126
12/1/2019,1.1,55.05,42.18428058
12/2/2019,0.24,55.29,42.36819025
12/3/2019,0.15,55.44,42.48313379
12/4/2019,0.34,55.78,42.74367249
12/5/2019,0.19,55.97,42.88926765
12/7/2019,0.09,56.06,42.95823377
12/8/2019,0.16,56.22,43.08084022
12/9/2019,0.39,56.61,43.37969343
12/10/2019,0.45,57.06,43.72452406
12/11/2019,0.25,57.31,43.91609664
12/12/2019,0.14,57.45,44.02337728
12/13/2019,0.03,57.48,44.04636599
12/15/2019,0.02,57.5,44.06169179
12/16/2019,0.08,57.58,44.12299502
12/17/2019,0.04,57.62,44.15364663
12/18/2019,0.25,57.87,44.3452192
12/19/2019,0.72,58.59,44.89694821
12/20/2019,0.04,58.63,44.92759982
12/21/2019,0.04,58.67,44.95825144
12/22/2019,0.78,59.45,45.55595786
12/23/2019,0.21,59.66,45.71687882
12/24/2019,0.04,59.7,45.74753044
12/25/2019,0.04,59.74,45.77818205
12/26/2019,0.21,59.95,45.93910301
12/27/2019,0.07,60.02,45.99274333
12/28/2019,0.15,60.17,46.10768687
12/29/2019,0.69,60.86,46.63642717
12/30/2019,0.05,60.91,46.67474169
12/31/2019,0.03,60.94,46.6977304
1/1/2020,0.08,61.02,46.75903362
1/2/2020,0.01,61.03,46.76669652
1/3/2020,0.11,61.14,46.85098846
1/4/2020,0.09,61.23,46.91995458
1/5/2020,0.02,61.25,46.93528039
1/6/2020,0.18,61.43,47.07321264
1/7/2020,0.02,61.45,47.08853845
1/8/2020,0.3,61.75,47.31842553
1/9/2020,0.18,61.93,47.45635779
1/10/2020,0.62,62.55,47.93145777
1/11/2020,0.01,62.56,47.93912067
1/12/2020,0.01,62.57,47.94678357
1/13/2020,0.63,63.2,48.42954646
1/14/2020,0.13,63.33,48.5291642
1/15/2020,0.01,63.34,48.5368271
1/16/2020,0.02,63.36,48.5521529
1/17/2020,0.27,63.63,48.75905128
1/19/2020,0.31,63.94,48.99660127
1/20/2020,0.21,64.15,49.15752224
1/22/2020,0.01,64.16,49.16518514
1/23/2020,0.56,64.72,49.5943077
1/24/2020,0.05,64.77,49.63262222
1/26/2020,0.02,64.79,49.64794802
1/27/2020,0.87,65.66,50.31462058
1/28/2020,0.02,65.68,50.32994638
1/29/2020,0.01,65.69,50.33760929
1/31/2020,0.09,65.78,50.40657541
2/2/2020,0.3,66.08,50.6364625
2/3/2020,0.01,66.09,50.6441254
2/4/2020,0.09,66.18,50.71309153
2/5/2020,0.2,66.38,50.86634959
2/6/2020,0.02,66.4,50.88167539
2/8/2020,0.01,66.41,50.8893383
2/9/2020,0.19,66.6,51.03493345
2/10/2020,0.04,66.64,51.06558506
2/11/2020,0.03,66.67,51.08857377
2/12/2020,0.03,66.7,51.11156248
2/13/2020,0.02,66.72,51.12688829
2/14/2020,0.01,66.73,51.13455119
2/15/2020,0.7,67.43,51.67095439
2/16/2020,0.05,67.48,51.70926891
2/17/2020,0.03,67.51,51.73225762
2/18/2020,0.01,67.52,51.73992052
2/19/2020,0.01,67.53,51.74758342
2/22/2020,0.02,67.55,51.76290923
2/23/2020,0.01,67.56,51.77057213
2/24/2020,0.02,67.58,51.78589794
2/25/2020,0.52,68.1,52.18436889
2/26/2020,0.47,68.57,52.54452533
2/28/2020,0.01,68.58,52.55218823
2/29/2020,0.01,68.59,52.55985113
3/1/2020,0.01,68.6,52.56751404
3/2/2020,0.22,68.82,52.7360979
3/3/2020,0.24,69.06,52.92000757
3/4/2020,0.46,69.52,53.2725011
3/5/2020,0.01,69.53,53.28016401
3/6/2020,0.01,69.54,53.28782691
3/7/2020,0.01,69.55,53.29548981
3/8/2020,0.05,69.6,53.33380433
3/9/2020,0.04,69.64,53.36445594
3/10/2020,0.01,69.65,53.37211884
3/11/2020,0.01,69.66,53.37978174
3/14/2020,0.01,69.67,53.38744465
3/19/2020,0.13,69.8,53.48706239
3/20/2020,0.27,70.07,53.69396076
3/25/2020,0.01,70.08,53.70162367
3/27/2020,0.49,70.57,54.07710591
3/28/2020,0.13,70.7,54.17672365
3/29/2020,0.01,70.71,54.18438655
3/31/2020,0.64,71.35,54.67481234
4/2/2020,0.09,71.44,54.74377846
4/6/2020,0.01,71.45,54.75144137
4/11/2020,0.54,71.99,55.16523813
4/16/2020,0.01,72,55.17290103
4/20/2020,0.14,72.14,55.28018167
4/21/2020,0.03,72.17,55.30317038
4/26/2020,0.01,72.18,55.31083328
5/2/2020,0.51,72.69,55.70164133
5/3/2020,0.01,72.7,55.70930423
5/6/2020,0.15,72.85,55.82424778
5/13/2020,0.01,72.86,55.83191068
5/15/2020,0.01,72.87,55.83957358
5/16/2020,0.52,73.39,56.23804453
5/17/2020,0.56,73.95,56.6671671
5/18/2020,0.69,74.64,57.1959074
5/19/2020,0.55,75.19,57.61736706
5/28/2020,0.01,75.2,57.62502996
5/30/2020,0.44,75.64,57.96219769
6/2/2020,0.01,75.65,57.96986059
6/3/2020,0.25,75.9,58.16143317
6/12/2020,0.51,76.41,58.55224122
6/13/2020,0.65,77.06,59.05032991
6/14/2020,0.01,77.07,59.05799281
6/16/2020,1.96,79.03,60.55992178
6/19/2020,0.01,79.04,60.56758468
6/21/2020,0.01,79.05,60.57524759
6/22/2020,1.96,81.01,62.07717656
6/23/2020,0.01,81.02,62.08483946
6/24/2020,0.23,81.25,62.26108623
6/25/2020,0.03,81.28,62.28407494
6/26/2020,0.75,82.03,62.85879266
6/27/2020,0.01,82.04,62.86645556
6/28/2020,0.01,82.05,62.87411846
6/29/2020,2.29,84.34,64.62892323
6/30/2020,0.37,84.71,64.91245064
7/1/2020,0.06,84.77,64.95842806
7/2/2020,0.03,84.8,64.98141677
7/3/2020,0.02,84.82,64.99674257
7/4/2020,0.01,84.83,65.00440548
7/5/2020,0.02,84.85,65.01973128
7/6/2020,0.01,84.86,65.02739418
7/7/2020,0.03,84.89,65.05038289
7/8/2020,0.44,85.33,65.38755062
7/9/2020,0.03,85.36,65.41053933
7/10/2020,0.01,85.37,65.41820223
7/11/2020,0.03,85.4,65.44119094
7/13/2020,0.05,85.45,65.47950546
7/14/2020,0.01,85.46,65.48716836
7/16/2020,0.01,85.47,65.49483126
7/17/2020,0.01,85.48,65.50249417
7/18/2020,2.94,88.42,67.75538762
7/19/2020,0.01,88.43,67.76305053
7/23/2020,0.01,88.44,67.77071343
7/28/2020,0.01,88.45,67.77837633
7/30/2020,0.01,88.46,67.78603924
8/1/2020,0.38,88.84,68.07722955
8/2/2020,0.01,88.85,68.08489245
8/3/2020,0.08,88.93,68.14619567
8/5/2020,0.93,89.86,68.85884564
8/6/2020,0.28,90.14,69.07340693
8/7/2020,0.01,90.15,69.08106983
8/8/2020,0.4,90.55,69.38758595
8/9/2020,1.1,91.65,70.23050527
8/10/2020,0.76,92.41,70.81288589
8/14/2020,0.01,92.42,70.82054879
8/15/2020,0.01,92.43,70.82821169
8/16/2020,0.02,92.45,70.8435375
8/17/2020,0.01,92.46,70.8512004
8/18/2020,0.01,92.47,70.85886331
8/25/2020,0.01,92.48,70.86652621
8/28/2020,0.01,92.49,70.87418911
8/30/2020,0.45,92.94,71.21901974
8/31/2020,0.02,92.96,71.23434555
9/1/2020,0.01,92.97,71.24200845
9/2/2020,0.02,92.99,71.25733426
9/3/2020,0.02,93.01,71.27266006
9/4/2020,0.01,93.02,71.28032297
9/6/2020,0.02,93.04,71.29564877
9/7/2020,1.34,94.38,72.32247776
9/8/2020,0.04,94.42,72.35312938
9/9/2020,0.02,94.44,72.36845518
9/10/2020,0.01,94.45,72.37611808
9/11/2020,0.01,94.46,72.38378099
9/12/2020,0.01,94.47,72.39144389
9/14/2020,0.01,94.48,72.39910679
9/16/2020,0.66,95.14,72.90485839
9/18/2020,0.01,95.15,72.91252129
9/19/2020,0.02,95.17,72.9278471
9/20/2020,0.17,95.34,73.05811644
9/21/2020,0.03,95.37,73.08110515
9/22/2020,0.54,95.91,73.49490191
9/23/2020,0.25,96.16,73.68647448
9/24/2020,0.36,96.52,73.96233899
9/25/2020,1.89,98.41,75.41062764
9/26/2020,0.42,98.83,75.73246956
9/27/2020,0.28,99.11,75.94703085
9/28/2020,0.05,99.16,75.98534536
9/29/2020,0.02,99.18,76.00067117
9/30/2020,0.03,99.21,76.02365988
10/2/2020,0.68,99.89,76.54473727
10/4/2020,0.2,100.09,76.69799533
10/6/2020,0.02,100.11,76.71332114
10/7/2020,0.39,100.5,77.01217435
10/8/2020,0.01,100.51,77.01983725
10/9/2020,0.17,100.68,77.1501066
10/10/2020,0.39,101.07,77.44895982
10/11/2020,0.75,101.82,78.02367754
10/12/2020,0.65,102.47,78.52176623
10/13/2020,0.01,102.48,78.52942913
10/14/2020,0.24,102.72,78.7133388
10/15/2020,1.18,103.9,79.61756134
10/16/2020,0.36,104.26,79.89342585
10/17/2020,0.4,104.66,80.19994197
10/18/2020,1.79,106.45,81.57160159
10/19/2020,0.02,106.47,81.5869274
10/20/2020,0.4,106.87,81.89344351
10/21/2020,1.8,108.67,83.27276604
10/22/2020,0.38,109.05,83.56395635
10/23/2020,1.18,110.23,84.46817889
10/24/2020,0.36,110.59,84.7440434
10/25/2020,0.21,110.8,84.90496436
10/26/2020,1.17,111.97,85.801524
10/27/2020,4.08,116.05,88.92798839
10/28/2020,1.92,117.97,90.39926575
10/29/2020,2.11,120.08,92.01613827
10/30/2020,1.33,121.41,93.03530436
10/31/2020,0.95,122.36,93.76328014
11/1/2020,3.49,125.85,96.43763326
11/2/2020,1.79,127.64,97.80929288
11/3/2020,0.11,127.75,97.89358481
11/4/2020,4.37,132.12,101.2422734
11/5/2020,1.03,133.15,102.0315524
11/6/2020,3.32,136.47,104.5756362
11/7/2020,2.82,139.29,106.7365748
11/8/2020,0.81,140.1,107.3572699
11/9/2020,0.79,140.89,107.9626392
11/10/2020,0.06,140.95,108.0086167
11/11/2020,0.52,141.47,108.4070876
11/12/2020,0.58,142.05,108.851536
11/13/2020,2.45,144.5,110.7289472
11/14/2020,3.97,148.47,113.7711197
11/15/2020,4.03,152.5,116.8592695
11/16/2020,3.3,155.8,119.3880275
11/17/2020,2.46,158.26,121.2731016
11/18/2020,0.27,158.53,121.48
